"count"	"track name"	"track mbid"	"artist name"	"artist mbid"	"uncorrected track name"	"uncorrected track mbid"	"uncorrected artist name"	"uncorrected artist mbid"	"album name"	"album mbid"	"album artist name"	"album artist mbid"
"8"	"The Day the World Went Away"	"242007dc-2f04-4d16-8fa4-c91c642d427d"	"Nine Inch Nails"	"b7ffd2af-418f-4be2-bdd1-22f8b48613da"	"The Day the World Went Away"	"242007dc-2f04-4d16-8fa4-c91c642d427d"	"Nine Inch Nails"	"b7ffd2af-418f-4be2-bdd1-22f8b48613da"	"Still"	""	"Nine Inch Nails"	"b7ffd2af-418f-4be2-bdd1-22f8b48613da"
"8"	"Something I Can Never Have"	"cb2b67f7-a690-4367-a265-2783133bf729"	"Nine Inch Nails"	"b7ffd2af-418f-4be2-bdd1-22f8b48613da"	"Something I Can Never Have"	"cb2b67f7-a690-4367-a265-2783133bf729"	"Nine Inch Nails"	"b7ffd2af-418f-4be2-bdd1-22f8b48613da"	"Still"	""	"Nine Inch Nails"	"b7ffd2af-418f-4be2-bdd1-22f8b48613da"
"8"	"The Pitch/Spectacular Spectacular (Original Film Version)"	""	"Moulin Rouge"	"f10e4089-d2e8-41d6-bbff-25d625a11361"	"The Pitch/Spectacular Spectacular (Original Film Version)"	""	"Moulin Rouge"	"f10e4089-d2e8-41d6-bbff-25d625a11361"	"Moulin Rouge, Vol. 2"	""	"Moulin Rouge"	"f10e4089-d2e8-41d6-bbff-25d625a11361"
"8"	"O Holy Night"	"02fae5ee-0ca9-4968-8a71-8c3a68a88e9a"	"Mahalia Jackson"	"1bebb19e-9305-4da8-a3fd-5dd40a6e517e"	"O Holy Night"	""	"Jackson, Mahalia"	""	"Mahalia Sings Songs of Christmas!"	""	"Jackson, Mahalia"	""
"8"	"Perfect Blue Buildings"	"1e006db9-3d31-4b18-a76a-52786c3788c9"	"Counting Crows"	"a0327dc2-dc76-44d5-aec6-47cd2dff1469"	"Perfect Blue Buildings"	"1e006db9-3d31-4b18-a76a-52786c3788c9"	"Counting Crows"	"a0327dc2-dc76-44d5-aec6-47cd2dff1469"	"August & Everything After"	""	"Counting Crows"	"a0327dc2-dc76-44d5-aec6-47cd2dff1469"
"8"	"Meet Me In The Red Room (Original Film Version)"	""	"Moulin Rouge"	"f10e4089-d2e8-41d6-bbff-25d625a11361"	"Meet Me In The Red Room (Original Film Version)"	""	"Moulin Rouge"	"f10e4089-d2e8-41d6-bbff-25d625a11361"	"Moulin Rouge, Vol. 2"	""	"Moulin Rouge"	"f10e4089-d2e8-41d6-bbff-25d625a11361"
"8"	"The Show Must Go On (Original Film Version)"	""	"Moulin Rouge"	"f10e4089-d2e8-41d6-bbff-25d625a11361"	"The Show Must Go On (Original Film Version)"	""	"Moulin Rouge"	"f10e4089-d2e8-41d6-bbff-25d625a11361"	"Moulin Rouge, Vol. 2"	""	"Moulin Rouge"	"f10e4089-d2e8-41d6-bbff-25d625a11361"
"8"	"The Stars Look Down"	"b8a703af-5416-46e0-a7c2-d504b2010a1a"	"Rush"	"059afdf5-77e8-4e51-90f5-453b623232ec"	"The Stars Look Down"	"b8a703af-5416-46e0-a7c2-d504b2010a1a"	"Rush"	"059afdf5-77e8-4e51-90f5-453b623232ec"	"Vapor Trails"	"df8582e3-8bad-4618-bb06-d506114c544f"	"Rush"	"059afdf5-77e8-4e51-90f5-453b623232ec"
"8"	"Freedom for My People"	""	"U2"	"704acdbb-1415-4782-b0b6-0596b8c55e46"	"Freedom for My People"	""	"U2"	"704acdbb-1415-4782-b0b6-0596b8c55e46"	"Rattle And Hum"	"a5eb2a72-86e7-4a96-b63f-a433fef94d5c"	"U2"	"704acdbb-1415-4782-b0b6-0596b8c55e46"
"8"	"Like A Virgin (Original Film Version)"	""	"Moulin Rouge"	"f10e4089-d2e8-41d6-bbff-25d625a11361"	"Like A Virgin (Original Film Version)"	""	"Moulin Rouge"	"f10e4089-d2e8-41d6-bbff-25d625a11361"	"Moulin Rouge, Vol. 2"	""	"Moulin Rouge"	"f10e4089-d2e8-41d6-bbff-25d625a11361"
"8"	"(Untitled)"	""	"Oasis"	"39ab1aed-75e0-4140-bd47-540276886b60"	"(Untitled)"	""	"Oasis"	"39ab1aed-75e0-4140-bd47-540276886b60"	"(What's the Story) Morning Glory?"	""	"Oasis"	"39ab1aed-75e0-4140-bd47-540276886b60"
"8"	"Dear Old Shiz"	""	"Kristin Chenoweth"	"9031b393-ced7-4685-9e25-d0b43996158a"	"Dear Old Shiz"	""	"Kristen Chenoweth"	""	"Wicked (Original Broadway Cast Recording)"	""	"Kristen Chenoweth"	""
"8"	"Somewhere Here On Earth"	"c74988ea-510c-45c0-bd94-35bee1262628"	"Prince"	"070d193a-845c-479f-980e-bef15710653e"	"Somewhere Here On Earth"	"c74988ea-510c-45c0-bd94-35bee1262628"	"Prince"	"070d193a-845c-479f-980e-bef15710653e"	"Planet Earth"	"94c410e3-d9ef-3127-b97d-17db41f3a9d2"	"Prince"	"070d193a-845c-479f-980e-bef15710653e"
"8"	"Give Up The Funk (Tear The Roof Off The Sucker)"	"805f73ac-2553-49d6-b8fc-22438e1b279e"	"Parliament"	"d1947987-9614-49ae-bd36-8000e6b6f7d0"	"Give Up The Funk (Tear The Roof Off The Sucker)"	"805f73ac-2553-49d6-b8fc-22438e1b279e"	"Parliament"	"d1947987-9614-49ae-bd36-8000e6b6f7d0"	"The Best Of Parliament - Give Up The Funk"	""	"Parliament"	"d1947987-9614-49ae-bd36-8000e6b6f7d0"
"9"	"Resolution"	"db3f716a-5c11-4c30-8535-b4ffaf309f53"	"Prince"	"070d193a-845c-479f-980e-bef15710653e"	"Resolution"	"db3f716a-5c11-4c30-8535-b4ffaf309f53"	"Prince"	"070d193a-845c-479f-980e-bef15710653e"	"Planet Earth"	"94c410e3-d9ef-3127-b97d-17db41f3a9d2"	"Prince"	"070d193a-845c-479f-980e-bef15710653e"
"9"	"Mr. Goodnight"	"17c896f7-66c0-421f-89cb-704943b8c624"	"Prince"	"070d193a-845c-479f-980e-bef15710653e"	"Mr. Goodnight"	"17c896f7-66c0-421f-89cb-704943b8c624"	"Prince"	"070d193a-845c-479f-980e-bef15710653e"	"Planet Earth"	"94c410e3-d9ef-3127-b97d-17db41f3a9d2"	"Prince"	"070d193a-845c-479f-980e-bef15710653e"
"9"	"Future Baby Mama"	"61645bc1-ba0e-4476-989f-3e9457056ce5"	"Prince"	"070d193a-845c-479f-980e-bef15710653e"	"Future Baby Mama"	"61645bc1-ba0e-4476-989f-3e9457056ce5"	"Prince"	"070d193a-845c-479f-980e-bef15710653e"	"Planet Earth"	"94c410e3-d9ef-3127-b97d-17db41f3a9d2"	"Prince"	"070d193a-845c-479f-980e-bef15710653e"
"9"	"Bad Apples"	""	"Guns N' Roses"	""	"Bad Apples"	""	"Guns N' Roses"	""	"Use Your Illusion I"	""	"Guns N' Roses"	""
"9"	"Coma"	""	"Guns N' Roses"	""	"Coma"	""	"Guns N' Roses"	""	"Use Your Illusion I"	""	"Guns N' Roses"	""
"9"	"Coda"	""	"Buffy the Vampire Slayer"	""	"Coda"	""	"Buffy the Vampire Slayer"	""	"Once More, With Feeling"	""	"Buffy the Vampire Slayer"	""
"9"	"Sparkling Diamonds (Original Film Version)"	""	"Moulin Rouge"	"f10e4089-d2e8-41d6-bbff-25d625a11361"	"Sparkling Diamonds (Original Film Version)"	""	"Moulin Rouge"	"f10e4089-d2e8-41d6-bbff-25d625a11361"	"Moulin Rouge, Vol. 2"	""	"Moulin Rouge"	"f10e4089-d2e8-41d6-bbff-25d625a11361"
"9"	"I Want A Present For Christmas"	""	"Summer, J.B."	""	"I Want A Present For Christmas"	""	"Summer, J.B."	""	"Blue, Blues, Christmas"	""	"Summer, J.B."	""
"9"	"Rocket Queen"	""	"Guns N' Roses"	""	"Rocket Queen"	""	"Guns N' Roses"	""	"Appetite for Destruction"	""	"Guns N' Roses"	""
"9"	"Evolution"	"12b1f49b-2f0c-46a8-8c62-c7571e6ea2e9"	"Korn"	"ac865b2e-bba8-4f5a-8756-dd40d5e39f46"	"Evolution"	"12b1f49b-2f0c-46a8-8c62-c7571e6ea2e9"	"Korn"	"ac865b2e-bba8-4f5a-8756-dd40d5e39f46"	"Untitled (Bonus Track Version)"	""	"Korn"	"ac865b2e-bba8-4f5a-8756-dd40d5e39f46"
"9"	"Fairy Tale in A Major Op. 51 No. 3"	""	"Medtner, Nicolai"	""	"Fairy Tale in A Major Op. 51 No. 3"	""	"Medtner, Nicolai"	""	""	""	""	""
"9"	"Noah's Dove"	"b3f1def8-812b-4122-b07e-9d04e4ecfa8f"	"10,000 Maniacs"	"b9a06530-1241-4162-836f-7b8e79deaa58"	"Noah's Dove"	"b3f1def8-812b-4122-b07e-9d04e4ecfa8f"	"10,000 Maniacs"	"b9a06530-1241-4162-836f-7b8e79deaa58"	"Our Time in Eden"	"eadb55db-5f05-4b8d-90c2-cd864caba141"	"10,000 Maniacs"	"b9a06530-1241-4162-836f-7b8e79deaa58"
"9"	"The Perfect Drug (Meat Beat Manifesto)"	"3711cda3-add7-4ef4-b864-a8c1de644dce"	"Nine Inch Nails"	"b7ffd2af-418f-4be2-bdd1-22f8b48613da"	"The Perfect Drug (Meat Beat Manifesto)"	"3711cda3-add7-4ef4-b864-a8c1de644dce"	"Nine Inch Nails"	"b7ffd2af-418f-4be2-bdd1-22f8b48613da"	"The Perfect Drug"	"6f037969-cd3a-4351-b265-29bbdec0f4a8"	"Nine Inch Nails"	"b7ffd2af-418f-4be2-bdd1-22f8b48613da"
"9"	"Etude in F-Sharp Major Op. 42 No. 4"	""	"Alexander Scriabin"	""	"Etude in F-Sharp Major Op. 42 No. 4"	""	"Scriabin, Alexander"	""	""	""	""	""
"9"	"If You Intend"	"220d9a16-2f7c-47f9-afd4-f8e9eb32a0f9"	"10,000 Maniacs"	"b9a06530-1241-4162-836f-7b8e79deaa58"	"If You Intend"	"220d9a16-2f7c-47f9-afd4-f8e9eb32a0f9"	"10,000 Maniacs"	"b9a06530-1241-4162-836f-7b8e79deaa58"	"Our Time in Eden"	"eadb55db-5f05-4b8d-90c2-cd864caba141"	"10,000 Maniacs"	"b9a06530-1241-4162-836f-7b8e79deaa58"
"9"	"Etude in A-Flat Major Op. 8 No. 8"	""	"Alexander Scriabin"	""	"Etude in A-Flat Major Op. 8 No. 8"	""	"Scriabin, Alexander"	""	""	""	""	""
"9"	"Give It Up"	"31db8f50-fe6d-4c87-a045-027f2e37d539"	"Midtown"	"1165d619-d5d5-497e-b1b7-261d1e355d96"	"Give It Up"	"31db8f50-fe6d-4c87-a045-027f2e37d539"	"Midtown"	"1165d619-d5d5-497e-b1b7-261d1e355d96"	"Spider-Man 2"	""	"Midtown"	"1165d619-d5d5-497e-b1b7-261d1e355d96"
"9"	"Lady Marmalade"	""	"Moulin Rouge"	"f10e4089-d2e8-41d6-bbff-25d625a11361"	"Lady Marmalade"	""	"Moulin Rouge"	"f10e4089-d2e8-41d6-bbff-25d625a11361"	"Moulin Rouge"	"6268bfa7-119f-4abe-8121-1ff4b0588672"	"Moulin Rouge"	"f10e4089-d2e8-41d6-bbff-25d625a11361"
"9"	"Because We Can"	""	"Moulin Rouge"	"f10e4089-d2e8-41d6-bbff-25d625a11361"	"Because We Can"	""	"Moulin Rouge"	"f10e4089-d2e8-41d6-bbff-25d625a11361"	"Moulin Rouge"	"6268bfa7-119f-4abe-8121-1ff4b0588672"	"Moulin Rouge"	"f10e4089-d2e8-41d6-bbff-25d625a11361"
"9"	"Summertime Blues"	"286bade3-4b31-48a0-bb37-12c88e4375a5"	"T. Rex"	"c842d29f-a297-48cd-bb71-4f77fd672b16"	"Summertime Blues"	""	"T.Rex"	""	"20th Century Boy"	""	"T.Rex"	""
"10"	"Mama Kin"	"11e85d5c-762d-45a0-aaaa-3d703e6f9629"	"Guns N' Roses"	""	"Mama Kin"	"11e85d5c-762d-45a0-aaaa-3d703e6f9629"	"Guns N' Roses"	""	"G N' R Lies"	""	"Guns N' Roses"	""
"10"	"Get'cha Head In The Game"	""	"Troy"	"45b1b0f4-025e-4b07-b1d9-fc87ad95b647"	"Get'cha Head In The Game"	""	"Troy"	"45b1b0f4-025e-4b07-b1d9-fc87ad95b647"	"High School Musical"	""	"Troy"	"45b1b0f4-025e-4b07-b1d9-fc87ad95b647"
"10"	"Etude in D-Flat Major Op. 8 No. 10"	""	"Alexander Scriabin"	""	"Etude in D-Flat Major Op. 8 No. 10"	""	"Scriabin, Alexander"	""	""	""	""	""
"10"	"I Can't Take My Eyes Off Of You"	""	"Troy, Gabriella, Ryan & Sharpay"	""	"I Can't Take My Eyes Off Of You"	""	"Troy, Gabriella, Ryan & Sharpay"	""	"High School Musical"	""	"Troy, Gabriella, Ryan & Sharpay"	""
"10"	"Europa (Earth's Cry Heaven's Smile)"	"caaf5487-f7f0-4052-a403-6b0fb93fd11a"	"Santana"	"1bc6816a-d056-4113-9b0a-6c52e5c31a3c"	"Europa (Earth's Cry Heaven's Smile)"	"caaf5487-f7f0-4052-a403-6b0fb93fd11a"	"Santana"	"1bc6816a-d056-4113-9b0a-6c52e5c31a3c"	"Ultimate Santana"	"ab84a832-8fc8-42a3-a849-adc188738aec"	"Santana"	"1bc6816a-d056-4113-9b0a-6c52e5c31a3c"
"10"	"O Come, All Ye Faithful (Adeste Fideles)"	""	"Lanza, Mario"	""	"O Come, All Ye Faithful (Adeste Fideles)"	""	"Lanza, Mario"	""	"Mario Lanza Sings Christmas Carols"	""	"Lanza, Mario"	""
"10"	"All The Midnights In The World"	"a9083144-3f43-472b-b8eb-e739d8e471d4"	"Prince"	"070d193a-845c-479f-980e-bef15710653e"	"All The Midnights In The World"	"a9083144-3f43-472b-b8eb-e739d8e471d4"	"Prince"	"070d193a-845c-479f-980e-bef15710653e"	"Planet Earth"	"94c410e3-d9ef-3127-b97d-17db41f3a9d2"	"Prince"	"070d193a-845c-479f-980e-bef15710653e"
"10"	"Etude-Tableau in C Major Op. 33 No. 2"	""	"Sergei Rachmaninoff"	""	"Etude-Tableau in C Major Op. 33 No. 2"	""	"Rachmaninov, Sergei"	""	"Vladimir Horowitz - The Complete Masterworks Recordings - Vol  9"	""	"Rachmaninov, Sergei"	""
"10"	"Milk It"	"b9857736-8a43-48cf-9f4a-ead8cdaa8b0b"	"Nirvana"	"5b11f4ce-a62d-471e-81fc-a69a8278c7da"	"Milk It"	"b9857736-8a43-48cf-9f4a-ead8cdaa8b0b"	"Nirvana"	"5b11f4ce-a62d-471e-81fc-a69a8278c7da"	"In Utero"	"5bf8a5f8-12c7-4806-a84f-284f05447472"	"Nirvana"	"5b11f4ce-a62d-471e-81fc-a69a8278c7da"
"10"	"Lord, You Made Us Human"	"1a65af17-a705-46b5-b79a-41fa20d5f417"	"Dinah Washington"	"842c36f4-e979-4edb-9ee0-30392c72c77b"	"Lord, You Made Us Human"	""	"Washington, Dinah"	""	"Blue, Blues, Christmas"	""	"Washington, Dinah"	""
"10"	"It Came upon a Midnight Clear"	""	"Lanza, Mario"	""	"It Came upon a Midnight Clear"	""	"Lanza, Mario"	""	"Mario Lanza Sings Christmas Carols"	""	"Lanza, Mario"	""
"10"	"Who I Am"	"574afe28-9f85-44c5-9374-ef1020518377"	"Smile Empty Soul"	"c0d35199-d7a8-4d13-bf8f-8997934a0a4c"	"Who I Am"	"574afe28-9f85-44c5-9374-ef1020518377"	"Smile Empty Soul"	"c0d35199-d7a8-4d13-bf8f-8997934a0a4c"	"Spider-Man 2"	""	"Smile Empty Soul"	"c0d35199-d7a8-4d13-bf8f-8997934a0a4c"
"10"	"Waltzes"	""	"Massea Scottish Bands"	""	"Waltzes"	""	"Massea Scottish Bands"	""	"The Edinburgh Military Tattoo: Bagpipe Marches Of Scotland"	""	"Massea Scottish Bands"	""
"11"	"Van Diemen's Land"	"af46814e-95f3-4ff2-8b5e-15da77ba93c0"	"U2"	"704acdbb-1415-4782-b0b6-0596b8c55e46"	"Van Diemen's Land"	"af46814e-95f3-4ff2-8b5e-15da77ba93c0"	"U2"	"704acdbb-1415-4782-b0b6-0596b8c55e46"	"Rattle And Hum"	"a5eb2a72-86e7-4a96-b63f-a433fef94d5c"	"U2"	"704acdbb-1415-4782-b0b6-0596b8c55e46"
"11"	"The Warning"	"f6db79f5-9fed-441a-9ff3-7808f669a998"	"Nine Inch Nails"	"b7ffd2af-418f-4be2-bdd1-22f8b48613da"	"The Warning"	"f6db79f5-9fed-441a-9ff3-7808f669a998"	"Nine Inch Nails"	"b7ffd2af-418f-4be2-bdd1-22f8b48613da"	"Year Zero"	"367dcac8-5b3c-4fa6-a304-e39451cd194e"	"Nine Inch Nails"	"b7ffd2af-418f-4be2-bdd1-22f8b48613da"
"11"	"HYPERPOWER!"	"2ff35d8c-5936-45c7-8939-26fd22d69d86"	"Nine Inch Nails"	"b7ffd2af-418f-4be2-bdd1-22f8b48613da"	"HYPERPOWER!"	"2ff35d8c-5936-45c7-8939-26fd22d69d86"	"Nine Inch Nails"	"b7ffd2af-418f-4be2-bdd1-22f8b48613da"	"Year Zero"	"367dcac8-5b3c-4fa6-a304-e39451cd194e"	"Nine Inch Nails"	"b7ffd2af-418f-4be2-bdd1-22f8b48613da"
"11"	"Capital G"	"81f92e3b-06f0-40a1-b6e7-d231ba708d76"	"Nine Inch Nails"	"b7ffd2af-418f-4be2-bdd1-22f8b48613da"	"Capital G"	"81f92e3b-06f0-40a1-b6e7-d231ba708d76"	"Nine Inch Nails"	"b7ffd2af-418f-4be2-bdd1-22f8b48613da"	"Year Zero"	"367dcac8-5b3c-4fa6-a304-e39451cd194e"	"Nine Inch Nails"	"b7ffd2af-418f-4be2-bdd1-22f8b48613da"
"11"	"March of the Witch Hunters"	""	"Fitzgerald, Christopher"	""	"March of the Witch Hunters"	""	"Fitzgerald, Christopher"	""	"Wicked (Original Broadway Cast Recording)"	""	"Fitzgerald, Christopher"	""
"11"	"Christmas Night In Harlem"	"f0cce610-53b8-4ec9-b2b0-f77273a667db"	"Louis Armstrong"	"21c9a672-748c-4a16-9763-5c8303a7a583"	"Christmas Night In Harlem"	""	"Armstrong, Louis"	""	"20th Century Masters - The Christmas Collection: The Best of Louis Armstrong"	""	"Armstrong, Louis"	""
"11"	"Survivalism"	"13a86d73-8238-4d2b-9347-0fbc91e00284"	"Nine Inch Nails"	"b7ffd2af-418f-4be2-bdd1-22f8b48613da"	"Survivalism"	"13a86d73-8238-4d2b-9347-0fbc91e00284"	"Nine Inch Nails"	"b7ffd2af-418f-4be2-bdd1-22f8b48613da"	"Year Zero"	"367dcac8-5b3c-4fa6-a304-e39451cd194e"	"Nine Inch Nails"	"b7ffd2af-418f-4be2-bdd1-22f8b48613da"
"11"	"Me, I'm Not"	"5aad442b-6511-4fe6-b0e3-958a67224af6"	"Nine Inch Nails"	"b7ffd2af-418f-4be2-bdd1-22f8b48613da"	"Me, I'm Not"	"5aad442b-6511-4fe6-b0e3-958a67224af6"	"Nine Inch Nails"	"b7ffd2af-418f-4be2-bdd1-22f8b48613da"	"Year Zero"	"367dcac8-5b3c-4fa6-a304-e39451cd194e"	"Nine Inch Nails"	"b7ffd2af-418f-4be2-bdd1-22f8b48613da"
"11"	"Planet Earth"	"f626348f-ff1a-4934-98be-a93c2f7b7889"	"Prince"	"070d193a-845c-479f-980e-bef15710653e"	"Planet Earth"	"f626348f-ff1a-4934-98be-a93c2f7b7889"	"Prince"	"070d193a-845c-479f-980e-bef15710653e"	"Planet Earth"	"94c410e3-d9ef-3127-b97d-17db41f3a9d2"	"Prince"	"070d193a-845c-479f-980e-bef15710653e"
"11"	"My Violent Heart"	"482864df-6b9d-441b-8d36-9fbc4c36522d"	"Nine Inch Nails"	"b7ffd2af-418f-4be2-bdd1-22f8b48613da"	"My Violent Heart"	"482864df-6b9d-441b-8d36-9fbc4c36522d"	"Nine Inch Nails"	"b7ffd2af-418f-4be2-bdd1-22f8b48613da"	"Year Zero"	"367dcac8-5b3c-4fa6-a304-e39451cd194e"	"Nine Inch Nails"	"b7ffd2af-418f-4be2-bdd1-22f8b48613da"
"11"	"Get'cha Head In The Game"	""	"B5"	"5d4b43d0-bb4c-4297-ba26-e0b5e9aaab72"	"Get'cha Head In The Game"	""	"B5"	"5d4b43d0-bb4c-4297-ba26-e0b5e9aaab72"	"High School Musical"	""	"B5"	"5d4b43d0-bb4c-4297-ba26-e0b5e9aaab72"
"11"	"I've Got A Theory/Bunnies/If We're Together"	""	"Buffy the Vampire Slayer"	""	"I've Got A Theory/Bunnies/If We're Together"	""	"Buffy the Vampire Slayer"	""	"Once More, With Feeling"	""	"Buffy the Vampire Slayer"	""
"11"	"The Good Soldier"	"dc879b82-2439-44c8-872f-2c8efefd9a41"	"Nine Inch Nails"	"b7ffd2af-418f-4be2-bdd1-22f8b48613da"	"The Good Soldier"	"dc879b82-2439-44c8-872f-2c8efefd9a41"	"Nine Inch Nails"	"b7ffd2af-418f-4be2-bdd1-22f8b48613da"	"Year Zero"	"367dcac8-5b3c-4fa6-a304-e39451cd194e"	"Nine Inch Nails"	"b7ffd2af-418f-4be2-bdd1-22f8b48613da"
"11"	"The Beginning of the End"	"c67d9a5d-43d1-4190-a500-3f96747b6d54"	"Nine Inch Nails"	"b7ffd2af-418f-4be2-bdd1-22f8b48613da"	"The Beginning of the End"	"c67d9a5d-43d1-4190-a500-3f96747b6d54"	"Nine Inch Nails"	"b7ffd2af-418f-4be2-bdd1-22f8b48613da"	"Year Zero"	"367dcac8-5b3c-4fa6-a304-e39451cd194e"	"Nine Inch Nails"	"b7ffd2af-418f-4be2-bdd1-22f8b48613da"
"11"	"Masqualero (alternate take)"	"8da36715-0579-40ba-86a3-7a14ab357ec2"	"Miles Davis"	"561d854a-6a28-4aa7-8c99-323e6ce46c2a"	"Masqualero (Alternate Take)"	""	"Davis, Miles"	""	"Sorcerer"	""	"Davis, Miles"	""
"11"	"Chelsea Rodgers"	"65d6e8f5-b62c-4dc9-87db-a0045f0112b0"	"Prince"	"070d193a-845c-479f-980e-bef15710653e"	"Chelsea Rodgers"	"65d6e8f5-b62c-4dc9-87db-a0045f0112b0"	"Prince"	"070d193a-845c-479f-980e-bef15710653e"	"Planet Earth"	"94c410e3-d9ef-3127-b97d-17db41f3a9d2"	"Prince"	"070d193a-845c-479f-980e-bef15710653e"
"11"	"One Day I'll Fly Away (Tony Phillips Remix)"	""	"Moulin Rouge"	"f10e4089-d2e8-41d6-bbff-25d625a11361"	"One Day I'll Fly Away (Tony Phillips Remix)"	""	"Moulin Rouge"	"f10e4089-d2e8-41d6-bbff-25d625a11361"	"Moulin Rouge, Vol. 2"	""	"Moulin Rouge"	"f10e4089-d2e8-41d6-bbff-25d625a11361"
"11"	"Vessel"	"fba2061b-34a1-48ed-b456-de6eacff3b4c"	"Nine Inch Nails"	"b7ffd2af-418f-4be2-bdd1-22f8b48613da"	"Vessel"	"fba2061b-34a1-48ed-b456-de6eacff3b4c"	"Nine Inch Nails"	"b7ffd2af-418f-4be2-bdd1-22f8b48613da"	"Year Zero"	"367dcac8-5b3c-4fa6-a304-e39451cd194e"	"Nine Inch Nails"	"b7ffd2af-418f-4be2-bdd1-22f8b48613da"
"11"	"Signposts"	"7002db6c-fd7d-4357-9970-4dc76df6622d"	"Sam Phillips"	"19af19b7-5018-4dd8-bf3f-6c17a2ee4098"	"Signposts"	""	"Phillips, Sam"	""	"Martinis & Bikinis"	""	"Phillips, Sam"	""
"11"	"Etude in B-Flat Minor Op. 8 No. 11"	""	"Alexander Scriabin"	""	"Etude in B-Flat Minor Op. 8 No. 11"	""	"Scriabin, Alexander"	""	""	""	""	""
"11"	"Bad Girlfriend"	"939707c7-e818-4adc-a496-222d3eb842a2"	"Theory of a Deadman"	"183e636e-d41c-43fe-a428-8a034eb20c7b"	"Bad Girlfriend"	"939707c7-e818-4adc-a496-222d3eb842a2"	"Theory of a Deadman"	"183e636e-d41c-43fe-a428-8a034eb20c7b"	"Scars & Souvenirs (Special Edition)"	""	"Theory of a Deadman"	"183e636e-d41c-43fe-a428-8a034eb20c7b"
"11"	"Tenebrae: Second Movement"	""	"Kronos Quartet"	"f5586dfa-7031-4af0-8042-19b6a1170389"	"Tenebrae: Second Movement"	""	"Kronos Quartet"	"f5586dfa-7031-4af0-8042-19b6a1170389"	"Golijov: Oceana, Tenebrae & 3 Songs (Bonus Version)"	""	"Kronos Quartet"	"f5586dfa-7031-4af0-8042-19b6a1170389"
"11"	"Stuck in a Moment You Can't Get Out Of"	"79ab248a-ab0b-4c0e-be1d-9f72c763f3a2"	"U2"	"704acdbb-1415-4782-b0b6-0596b8c55e46"	"Stuck in a Moment You Can't Get Out Of"	"79ab248a-ab0b-4c0e-be1d-9f72c763f3a2"	"U2"	"704acdbb-1415-4782-b0b6-0596b8c55e46"	"All That You Can't Leave Behind"	"63221d44-45d9-45fc-90c0-f28ab740162d"	"U2"	"704acdbb-1415-4782-b0b6-0596b8c55e46"
"11"	"Elevation"	"efdb4c5b-3f4b-43ed-93b3-466dc7b5596c"	"U2"	"704acdbb-1415-4782-b0b6-0596b8c55e46"	"Elevation"	"efdb4c5b-3f4b-43ed-93b3-466dc7b5596c"	"U2"	"704acdbb-1415-4782-b0b6-0596b8c55e46"	"All That You Can't Leave Behind"	"63221d44-45d9-45fc-90c0-f28ab740162d"	"U2"	"704acdbb-1415-4782-b0b6-0596b8c55e46"
"11"	"What I Can Do For You"	"2da85b11-8dea-4fff-818b-78c4d8c61d17"	"Sheryl Crow"	"07934bbf-6dcf-443c-88c0-32d7fefa6b4f"	"What I Can Do for You"	""	"Crow, Sheryl"	""	"Tuesday Night Music Club"	""	"Crow, Sheryl"	""
"11"	"One Day I'll Fly Away"	""	"Moulin Rouge"	"f10e4089-d2e8-41d6-bbff-25d625a11361"	"One Day I'll Fly Away"	""	"Moulin Rouge"	"f10e4089-d2e8-41d6-bbff-25d625a11361"	"Moulin Rouge"	"6268bfa7-119f-4abe-8121-1ff4b0588672"	"Moulin Rouge"	"f10e4089-d2e8-41d6-bbff-25d625a11361"
"11"	"The Na-Na Song"	"256f9d5e-6988-4ef3-9f38-bf520d473460"	"Sheryl Crow"	"07934bbf-6dcf-443c-88c0-32d7fefa6b4f"	"The Na-Na Song"	""	"Crow, Sheryl"	""	"Tuesday Night Music Club"	""	"Crow, Sheryl"	""
"11"	"Stranglehold"	"0b7634e8-9587-4740-adcf-65cdece4de75"	"Ted Nugent"	"454c6c1e-13bf-4850-bf91-0887adf5a8af"	"Stranglehold"	"0b7634e8-9587-4740-adcf-65cdece4de75"	"Ted Nugent"	"454c6c1e-13bf-4850-bf91-0887adf5a8af"	"The Ultimate Ted Nugent"	"1405aba3-b94f-41d9-be2e-191f76fb78ad"	"Ted Nugent"	"454c6c1e-13bf-4850-bf91-0887adf5a8af"
"12"	"Do What You Have to Do"	"4c9469ec-3caf-47c3-ac41-56d1279b2c27"	"Sarah McLachlan"	"72cc7556-983e-405e-bb9c-dba9f876dc17"	"Do What You Have To Do"	""	"McLachlan, Sarah"	""	"Surfacing"	""	"McLachlan, Sarah"	""
"12"	"Full of Grace"	"373e4caf-20ac-44b4-a4a5-dc5be1f09efb"	"Sarah McLachlan"	"72cc7556-983e-405e-bb9c-dba9f876dc17"	"Full of Grace"	""	"McLachlan, Sarah"	""	"Surfacing"	""	"McLachlan, Sarah"	""
"12"	"Ave Maria"	"d08b8150-b7d8-4c48-bad9-a145984a2482"	"Stevie Wonder"	"1ee18fb3-18a6-4c7f-8ba0-bc41cdd0462e"	"Ave Maria"	""	"Wonder, Stevie"	""	"A Motown Christmas"	""	"Wonder, Stevie"	""
